username,anime_id,anime_title,status,score,num_episodes_watched,updated_at,user_id,time_diff
Henrusso,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,completed,7,13,2020-04-15 01:00:39+00:00,5077,0 days 00:59:12
Henrusso,30831,Kono Subarashii Sekai ni Shukufuku wo!,completed,8,10,2020-04-15 01:00:49+00:00,5077,0 days 00:00:10
Henrusso,2034,Lovely★Complex,completed,6,24,2020-04-15 01:02:59+00:00,5077,0 days 00:02:10
Henrusso,22199,Akame ga Kill!,completed,8,24,2020-04-15 02:35:02+00:00,5077,0 days 01:32:03
Henrusso,38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,completed,8,1,2020-04-15 16:01:57+00:00,5077,0 days 13:26:55
Henrusso,35849,Darling in the FranXX,completed,7,24,2020-04-15 16:04:29+00:00,5077,0 days 00:02:32
Henrusso,14345,Btooom!,completed,7,12,2020-04-15 16:19:45+00:00,5077,0 days 00:15:16
Henrusso,27899,Tokyo Ghoul √A,completed,6,12,2020-04-15 16:20:37+00:00,5077,0 days 00:00:52
Henrusso,37799,Tokyo Ghoul:re 2nd Season,completed,6,12,2020-04-15 16:20:47+00:00,5077,0 days 00:00:10
Henrusso,11757,Sword Art Online,completed,7,25,2020-04-15 16:21:02+00:00,5077,0 days 00:00:15
Henrusso,35790,Tate no Yuusha no Nariagari,completed,8,25,2020-04-16 02:38:58+00:00,5077,0 days 10:17:56
Henrusso,4224,Toradora!,completed,6,25,2020-04-17 21:33:49+00:00,5077,1 days 18:54:51
Henrusso,11887,Kokoro Connect,completed,6,13,2020-04-17 21:33:58+00:00,5077,0 days 00:00:09
Henrusso,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,completed,7,13,2020-04-17 21:34:22+00:00,5077,0 days 00:00:24
Henrusso,35073,Overlord II,completed,8,13,2020-04-19 16:22:53+00:00,5077,1 days 18:48:31
Henrusso,29803,Overlord,completed,8,13,2020-04-19 16:23:11+00:00,5077,0 days 00:00:18
Henrusso,37675,Overlord III,completed,9,13,2020-04-20 03:15:24+00:00,5077,0 days 10:52:13
Henrusso,32182,Mob Psycho 100,completed,7,12,2020-04-21 01:16:44+00:00,5077,0 days 22:01:20
Henrusso,23755,Nanatsu no Taizai,completed,6,24,2020-04-21 01:19:25+00:00,5077,0 days 00:02:41
Henrusso,37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,completed,7,12,2020-04-21 22:14:58+00:00,5077,0 days 20:55:33
Henrusso,37510,Mob Psycho 100 II,completed,7,13,2020-04-22 23:24:41+00:00,5077,1 days 01:09:43
Henrusso,14227,Tonari no Kaibutsu-kun,completed,6,13,2020-05-08 01:55:17+00:00,5077,15 days 02:30:36
Henrusso,30015,ReLIFE,completed,7,13,2020-05-11 02:12:23+00:00,5077,3 days 00:17:06
Henrusso,35466,ReLIFE: Kanketsu-hen,completed,7,4,2020-05-11 02:12:34+00:00,5077,0 days 00:00:11
Henrusso,34902,Tsurezure Children,completed,6,12,2020-05-19 02:30:08+00:00,5077,1 days 00:26:18
Henrusso,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,completed,7,12,2020-05-20 17:25:36+00:00,5077,1 days 14:55:28
Henrusso,16001,Kokoro Connect: Michi Random,completed,7,4,2020-05-26 02:53:43+00:00,5077,5 days 09:28:07
Henrusso,16498,Shingeki no Kyojin,completed,8,25,2020-05-28 01:55:46+00:00,5077,1 days 23:02:03
Henrusso,32615,Youjo Senki,completed,7,12,2020-06-03 01:31:32+00:00,5077,5 days 23:35:46
Henrusso,38472,Isekai Quartet,completed,6,12,2020-06-05 01:59:36+00:00,5077,2 days 00:28:04
Henrusso,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,completed,8,12,2020-06-28 01:16:32+00:00,5077,13 days 22:50:25
Henrusso,22319,Tokyo Ghoul,completed,7,12,2020-07-01 15:25:10+00:00,5077,3 days 14:08:38
Henrusso,5114,Fullmetal Alchemist: Brotherhood,completed,9,64,2020-07-18 01:10:44+00:00,5077,16 days 09:45:34
Henrusso,32281,Kimi no Na wa.,completed,8,1,2020-07-18 01:49:09+00:00,5077,0 days 00:38:25
Henrusso,37779,Yakusoku no Neverland,completed,8,12,2020-09-10 01:42:31+00:00,5077,53 days 23:53:22
Henrusso,1535,Death Note,completed,9,27,2020-12-14 20:29:55+00:00,5077,95 days 18:47:24
Henrusso,777,Hellsing Ultimate,completed,10,10,2021-09-28 02:25:27+00:00,5077,287 days 05:55:32
Henrusso,37171,Asobi Asobase,completed,7,12,2022-02-10 13:45:17+00:00,5077,135 days 11:19:50
Henrusso,48895,Overlord IV,completed,9,13,2022-09-28 16:42:48+00:00,5077,230 days 02:57:31
HighPitch,8525,Kami nomi zo Shiru Sekai,completed,7,12,2015-03-23 09:30:21+00:00,5129,
HighPitch,10080,Kami nomi zo Shiru Sekai II,completed,7,12,2015-03-23 09:30:41+00:00,5129,0 days 00:00:20
HighPitch,25159,Inou-Battle wa Nichijou-kei no Naka de,completed,8,12,2015-03-23 09:31:22+00:00,5129,0 days 00:00:41
HighPitch,16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,completed,6,12,2015-03-23 09:31:57+00:00,5129,0 days 00:00:35
HighPitch,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,completed,8,12,2015-03-23 09:34:35+00:00,5129,0 days 00:01:40
HighPitch,13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,completed,8,13,2015-03-23 09:34:49+00:00,5129,0 days 00:00:14
HighPitch,10161,No.6,completed,7,11,2015-03-23 09:35:19+00:00,5129,0 days 00:00:30
HighPitch,11597,Nisemonogatari,completed,9,11,2015-03-23 09:35:59+00:00,5129,0 days 00:00:40
HighPitch,11771,Kuroko no Basket,completed,7,25,2015-03-23 09:36:31+00:00,5129,0 days 00:00:32
HighPitch,16894,Kuroko no Basket 2nd Season,completed,7,25,2015-03-23 09:36:45+00:00,5129,0 days 00:00:14
HighPitch,18679,Kill la Kill,completed,8,24,2015-03-23 09:37:13+00:00,5129,0 days 00:00:28
HighPitch,21659,Kill la Kill Specials,completed,8,1,2015-03-23 09:37:24+00:00,5129,0 days 00:00:11
HighPitch,11013,Inu x Boku SS,completed,8,12,2015-03-23 09:37:47+00:00,5129,0 days 00:00:23
HighPitch,2001,Tengen Toppa Gurren Lagann,completed,8,27,2015-03-23 09:38:36+00:00,5129,0 days 00:00:49
HighPitch,20787,Black Bullet,completed,6,13,2015-03-23 09:38:59+00:00,5129,0 days 00:00:23
HighPitch,5081,Bakemonogatari,completed,8,15,2015-03-23 09:39:20+00:00,5129,0 days 00:00:21
HighPitch,22199,Akame ga Kill!,completed,8,24,2015-03-23 09:39:44+00:00,5129,0 days 00:00:24
HighPitch,16498,Shingeki no Kyojin,completed,8,25,2015-03-23 09:40:18+00:00,5129,0 days 00:00:34
HighPitch,6547,Angel Beats!,completed,6,13,2015-03-23 09:40:45+00:00,5129,0 days 00:00:27
HighPitch,11111,Another,completed,7,12,2015-03-23 09:41:07+00:00,5129,0 days 00:00:22
HighPitch,121,Fullmetal Alchemist,completed,7,51,2015-03-23 09:41:44+00:00,5129,0 days 00:00:37
HighPitch,5114,Fullmetal Alchemist: Brotherhood,completed,9,64,2015-03-23 09:41:53+00:00,5129,0 days 00:00:09
HighPitch,9135,Fullmetal Alchemist: The Sacred Star of Milos,completed,7,1,2015-03-23 09:42:10+00:00,5129,0 days 00:00:17
HighPitch,47,Akira,completed,8,1,2015-03-23 09:42:49+00:00,5129,0 days 00:00:39
HighPitch,14829,Fate/kaleid liner Prisma☆Illya,completed,6,10,2015-03-23 09:48:33+00:00,5129,0 days 00:05:44
HighPitch,26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,completed,9,13,2015-03-24 04:54:52+00:00,5129,0 days 19:06:19
HighPitch,23273,Shigatsu wa Kimi no Uso,completed,8,22,2015-03-27 18:34:37+00:00,5129,3 days 13:39:45
Ikari_kun_,36098,Kimi no Suizou wo Tabetai,completed,10,1,2023-05-18 12:03:41+00:00,5427,
Ikari_kun_,41168,Nakitai Watashi wa Neko wo Kaburu,completed,9,1,2023-05-18 13:28:39+00:00,5427,0 days 01:24:58
Ikari_kun_,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,completed,9,11,2023-05-18 13:29:59+00:00,5427,0 days 00:00:19
Ikari_kun_,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,completed,9,1,2023-05-18 13:30:15+00:00,5427,0 days 00:00:16
Ikari_kun_,7311,Suzumiya Haruhi no Shoushitsu,completed,9,1,2023-05-18 14:45:55+00:00,5427,0 days 01:15:40
Ikari_kun_,23273,Shigatsu wa Kimi no Uso,completed,10,22,2023-05-18 14:47:23+00:00,5427,0 days 00:01:28
Ikari_kun_,32281,Kimi no Na wa.,completed,10,1,2023-05-18 14:48:03+00:00,5427,0 days 00:00:40
Ikari_kun_,11111,Another,completed,9,12,2023-05-18 16:03:03+00:00,5427,0 days 01:15:00
Ikari_kun_,48583,Shingeki no Kyojin: The Final Season Part 2,completed,10,12,2023-05-18 16:04:43+00:00,5427,0 days 00:01:09
Ikari_kun_,5081,Bakemonogatari,completed,9,15,2023-05-18 16:05:35+00:00,5427,0 days 00:00:52
Ikari_kun_,18153,Kyoukai no Kanata,completed,8,12,2023-05-18 16:06:38+00:00,5427,0 days 00:01:03
Ikari_kun_,50346,Yofukashi no Uta,completed,8,13,2023-05-18 16:09:08+00:00,5427,0 days 00:00:28
Ikari_kun_,9760,Hoshi wo Ou Kodomo,completed,9,1,2023-05-18 16:09:37+00:00,5427,0 days 00:00:29
Ikari_kun_,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,completed,9,12,2023-05-18 16:09:52+00:00,5427,0 days 00:00:15
Ikari_kun_,51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,completed,10,13,2023-05-18 16:10:11+00:00,5427,0 days 00:00:19
Ikari_kun_,38000,Kimetsu no Yaiba,completed,9,26,2023-05-18 16:11:20+00:00,5427,0 days 00:01:09
Ikari_kun_,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,completed,8,1,2023-05-18 16:11:35+00:00,5427,0 days 00:00:15
Ikari_kun_,47778,Kimetsu no Yaiba: Yuukaku-hen,completed,8,11,2023-05-18 16:11:48+00:00,5427,0 days 00:00:13
Ikari_kun_,49926,Kimetsu no Yaiba: Mugen Ressha-hen,completed,8,7,2023-05-18 16:12:02+00:00,5427,0 days 00:00:14
Ikari_kun_,356,Fate/stay night,completed,8,24,2023-05-18 16:14:58+00:00,5427,0 days 00:00:17
Ikari_kun_,22297,Fate/stay night: Unlimited Blade Works,completed,8,12,2023-05-18 16:15:29+00:00,5427,0 days 00:00:17
Ikari_kun_,28701,Fate/stay night: Unlimited Blade Works 2nd Season,completed,8,13,2023-05-18 16:15:54+00:00,5427,0 days 00:00:25
Ikari_kun_,25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,completed,8,1,2023-05-18 16:16:32+00:00,5427,0 days 00:00:17
Ikari_kun_,33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,completed,8,1,2023-05-18 16:16:50+00:00,5427,0 days 00:00:18
Ikari_kun_,33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,completed,8,1,2023-05-18 16:17:08+00:00,5427,0 days 00:00:18
Ikari_kun_,6922,Fate/stay night Movie: Unlimited Blade Works,completed,8,1,2023-05-18 16:17:21+00:00,5427,0 days 00:00:13
Ikari_kun_,27821,Fate/stay night: Unlimited Blade Works Prologue,completed,8,1,2023-05-18 16:17:35+00:00,5427,0 days 00:00:14
Ikari_kun_,578,Hotaru no Haka,completed,10,1,2023-05-18 16:20:02+00:00,5427,0 days 00:00:17
Ikari_kun_,10408,Hotarubi no Mori e,completed,9,1,2023-05-18 16:21:36+00:00,5427,0 days 00:01:19
Ikari_kun_,40787,Josee to Tora to Sakana-tachi,completed,8,1,2023-05-18 16:21:53+00:00,5427,0 days 00:00:17
Ikari_kun_,48561,Jujutsu Kaisen 0 Movie,completed,9,1,2023-05-18 16:22:33+00:00,5427,0 days 00:00:40
Ikari_kun_,512,Majo no Takkyuubin,completed,9,1,2023-05-19 03:49:19+00:00,5427,0 days 00:00:16
Ikari_kun_,11887,Kokoro Connect,completed,8,13,2023-05-19 03:49:48+00:00,5427,0 days 00:00:13
Ikari_kun_,16001,Kokoro Connect: Michi Random,completed,8,4,2023-05-19 03:50:14+00:00,5427,0 days 00:00:26
Ikari_kun_,35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,completed,9,1,2023-05-19 03:51:25+00:00,5427,0 days 00:00:31
Ikari_kun_,39535,Mushoku Tensei: Isekai Ittara Honki Dasu,completed,9,11,2023-05-19 03:52:30+00:00,5427,0 days 00:01:05
Ikari_kun_,48736,Sono Bisque Doll wa Koi wo Suru,completed,9,12,2023-05-19 03:52:42+00:00,5427,0 days 00:00:12
Ikari_kun_,523,Tonari no Totoro,completed,9,1,2023-05-19 03:53:36+00:00,5427,0 days 00:00:54
Ikari_kun_,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,completed,8,13,2023-05-19 03:54:07+00:00,5427,0 days 00:00:31
Ikari_kun_,39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,completed,8,12,2023-05-19 03:54:21+00:00,5427,0 days 00:00:14
Ikari_kun_,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,completed,9,13,2023-05-19 03:55:11+00:00,5427,0 days 00:00:50
Ikari_kun_,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,completed,9,1,2023-05-19 03:55:24+00:00,5427,0 days 00:00:13
Ikari_kun_,18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,completed,9,1,2023-05-19 03:55:34+00:00,5427,0 days 00:00:10
Ikari_kun_,32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",completed,10,1,2023-05-19 03:55:51+00:00,5427,0 days 00:00:17
Ikari_kun_,33674,No Game No Life: Zero,completed,10,1,2023-05-19 03:56:21+00:00,5427,0 days 00:00:14
Ikari_kun_,19815,No Game No Life,completed,10,12,2023-05-19 03:56:36+00:00,5427,0 days 00:00:15
Ikari_kun_,28725,Kokoro ga Sakebitagatterunda.,completed,8,1,2023-05-19 03:59:50+00:00,5427,0 days 00:00:53
Ikari_kun_,16417,Tamako Market,completed,8,12,2023-05-19 04:00:18+00:00,5427,0 days 00:00:28
Ikari_kun_,21647,Tamako Love Story,completed,9,1,2023-05-19 04:00:52+00:00,5427,0 days 00:00:34
Ikari_kun_,5681,Summer Wars,completed,8,1,2023-05-19 04:01:13+00:00,5427,0 days 00:00:21
Ikari_kun_,199,Sen to Chihiro no Kamikakushi,completed,10,1,2023-05-19 04:03:22+00:00,5427,0 days 00:00:39
Ikari_kun_,34240,Shelter (Music),completed,9,1,2023-05-19 04:05:06+00:00,5427,0 days 00:00:25
Ikari_kun_,35466,ReLIFE: Kanketsu-hen,completed,9,4,2023-05-19 04:06:17+00:00,5427,0 days 00:00:16
Ikari_kun_,30015,ReLIFE,completed,9,13,2023-05-19 04:06:54+00:00,5427,0 days 00:00:37
Ikari_kun_,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,completed,9,13,2023-05-19 04:07:08+00:00,5427,0 days 00:00:14
Ikari_kun_,40834,Ousama Ranking,completed,9,23,2023-05-19 04:07:24+00:00,5427,0 days 00:00:16
Ikari_kun_,164,Mononoke Hime,completed,10,1,2023-05-19 04:07:45+00:00,5427,0 days 00:00:21
Ikari_kun_,27775,Plastic Memories,completed,9,13,2023-05-19 04:08:01+00:00,5427,0 days 00:00:16
Ikari_kun_,437,Perfect Blue,completed,9,1,2023-05-19 04:08:15+00:00,5427,0 days 00:00:14
Ikari_kun_,12477,Sakasama no Patema,completed,9,1,2023-05-19 04:08:30+00:00,5427,0 days 00:00:15
Ikari_kun_,1943,Paprika,completed,7,1,2023-05-19 04:08:46+00:00,5427,0 days 00:00:16
Ikari_kun_,597,Neko no Ongaeshi,completed,8,1,2023-05-19 04:09:23+00:00,5427,0 days 00:00:37
Ikari_kun_,16782,Kotonoha no Niwa,completed,9,1,2023-05-19 04:12:31+00:00,5427,0 days 00:00:13
Ikari_kun_,2236,Toki wo Kakeru Shoujo,completed,9,1,2023-05-19 04:12:42+00:00,5427,0 days 00:00:11
Ikari_kun_,433,"Kumo no Mukou, Yakusoku no Basho",completed,8,1,2023-05-19 04:13:40+00:00,5427,0 days 00:00:17
Ikari_kun_,41389,Tonikaku Kawaii,completed,9,12,2023-05-19 04:14:50+00:00,5427,0 days 00:00:57
Ikari_kun_,37521,Vinland Saga,completed,9,24,2023-05-19 04:16:51+00:00,5427,0 days 00:00:37
Ikari_kun_,33352,Violet Evergarden,completed,9,13,2023-05-19 04:17:05+00:00,5427,0 days 00:00:14
Ikari_kun_,39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,completed,9,1,2023-05-19 04:17:21+00:00,5427,0 days 00:00:16
Ikari_kun_,37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",completed,8,1,2023-05-19 04:17:33+00:00,5427,0 days 00:00:12
Ikari_kun_,37987,Violet Evergarden Movie,completed,10,1,2023-05-19 04:17:48+00:00,5427,0 days 00:00:15
Ikari_kun_,256,Hoshi no Koe,completed,9,1,2023-05-19 04:18:03+00:00,5427,0 days 00:00:15
Ikari_kun_,38826,Tenki no Ko,completed,10,1,2023-05-19 04:18:19+00:00,5427,0 days 00:00:16
Ikari_kun_,12355,Ookami Kodomo no Ame to Yuki,completed,9,1,2023-05-19 04:18:34+00:00,5427,0 days 00:00:15
Ikari_kun_,35968,Wotaku ni Koi wa Muzukashii,completed,8,11,2023-05-19 04:19:04+00:00,5427,0 days 00:00:30
Ikari_kun_,3785,Evangelion Movie 3: Q,completed,10,1,2023-05-20 17:42:08+00:00,5427,0 days 00:00:45
Ikari_kun_,3784,Evangelion Movie 2: Ha,completed,9,1,2023-05-20 17:42:38+00:00,5427,0 days 00:00:30
Ikari_kun_,2759,Evangelion Movie 1: Jo,completed,9,1,2023-05-20 17:42:54+00:00,5427,0 days 00:00:16
Ikari_kun_,35849,Darling in the FranXX,completed,9,24,2023-05-20 17:45:15+00:00,5427,0 days 00:01:40
Ikari_kun_,44511,Chainsaw Man,completed,9,12,2023-05-20 17:46:53+00:00,5427,0 days 00:00:36
Ikari_kun_,1689,Byousoku 5 Centimeter,completed,10,3,2023-05-20 17:47:34+00:00,5427,0 days 00:00:41
Ikari_kun_,28805,Bakemono no Ko,completed,9,1,2023-05-20 17:48:45+00:00,5427,0 days 00:00:33
Ikari_kun_,42938,Fruits Basket: The Final,completed,9,13,2023-05-20 17:51:11+00:00,5427,0 days 00:02:26
Ikari_kun_,40417,Fruits Basket 2nd Season,completed,9,25,2023-05-20 17:51:59+00:00,5427,0 days 00:00:48
Ikari_kun_,38680,Fruits Basket 1st Season,completed,9,25,2023-05-20 17:52:33+00:00,5427,0 days 00:00:34
Ikari_kun_,27989,Hibike! Euphonium,completed,8,13,2023-05-20 17:57:14+00:00,5427,0 days 00:00:40
Ikari_kun_,40839,"Kanojo, Okarishimasu",completed,8,12,2023-05-21 16:01:41+00:00,5427,0 days 22:04:27
Ikari_kun_,28851,Koe no Katachi,completed,10,1,2023-05-21 16:04:47+00:00,5427,0 days 00:01:02
Ikari_kun_,48483,Mieruko-chan,completed,8,12,2023-05-21 16:27:03+00:00,5427,0 days 00:13:10
Ikari_kun_,20507,Noragami,completed,8,12,2023-05-21 16:37:56+00:00,5427,0 days 00:10:53
Ikari_kun_,30503,Noragami Aragoto,completed,8,13,2023-05-21 16:38:18+00:00,5427,0 days 00:00:22
Ikari_kun_,20767,Noragami OVA,completed,8,2,2023-05-21 16:39:23+00:00,5427,0 days 00:00:10
Ikari_kun_,32729,Orange,completed,9,13,2023-05-21 16:40:47+00:00,5427,0 days 00:01:24
Ikari_kun_,47194,Summertime Render,completed,10,25,2023-05-21 16:43:43+00:00,5427,0 days 00:02:56
Ikari_kun_,21995,Ao Haru Ride,completed,9,12,2023-05-26 13:09:00+00:00,5427,4 days 20:25:17
Ikari_kun_,15051,Love Live! School Idol Project,completed,9,13,2023-05-31 08:52:55+00:00,5427,4 days 19:38:14
Ikari_kun_,19111,Love Live! School Idol Project 2nd Season,completed,10,13,2023-06-03 03:36:42+00:00,5427,0 days 11:08:14
Ikari_kun_,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,completed,9,1,2023-06-18 16:36:40+00:00,5427,0 days 05:16:25
Ikari_kun_,3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),completed,8,1,2023-06-18 16:37:08+00:00,5427,0 days 00:00:28
Ikari_kun_,3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,completed,8,1,2023-06-18 16:37:22+00:00,5427,0 days 00:00:14
Ikari_kun_,4280,Kara no Kyoukai Movie 4: Garan no Dou,completed,8,1,2023-06-18 16:38:00+00:00,5427,0 days 00:00:38
Ikari_kun_,4282,Kara no Kyoukai Movie 5: Mujun Rasen,completed,8,1,2023-06-18 16:38:28+00:00,5427,0 days 00:00:28
Ikari_kun_,5204,Kara no Kyoukai Movie 6: Boukyaku Rokuon,completed,8,1,2023-06-18 16:38:59+00:00,5427,0 days 00:00:31
Ikari_kun_,5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),completed,8,1,2023-06-18 16:39:14+00:00,5427,0 days 00:00:15
Ikari_kun_,51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,completed,8,11,2023-06-18 17:54:25+00:00,5427,0 days 01:14:41
Ikari_kun_,49387,Vinland Saga Season 2,completed,8,24,2023-06-20 03:16:40+00:00,5427,0 days 00:01:17
Ikari_kun_,50265,Spy x Family,completed,10,12,2023-06-20 18:38:53+00:00,5427,0 days 01:38:58
Ikari_kun_,50602,Spy x Family Part 2,completed,9,13,2023-06-20 18:39:41+00:00,5427,0 days 00:00:48
Ikari_kun_,53393,Tengoku Daimakyou,completed,8,13,2023-06-24 16:54:17+00:00,5427,0 days 22:20:43
Ikari_kun_,53126,Yamada-kun to Lv999 no Koi wo Suru,completed,9,13,2023-06-25 03:49:33+00:00,5427,0 days 10:55:16
Ikari_kun_,52034,"""Oshi no Ko""",completed,9,11,2023-06-28 15:26:30+00:00,5427,1 days 21:25:19
Ikari_kun_,35062,Mahoutsukai no Yome,completed,9,24,2023-06-30 06:25:20+00:00,5427,0 days 00:23:54
Ikari_kun_,21557,Omoide no Marnie,completed,8,1,2023-07-01 03:19:55+00:00,5427,0 days 00:01:06
Ikari_kun_,37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,completed,9,12,2023-07-01 03:20:55+00:00,5427,0 days 00:01:00
Ikari_kun_,41025,Fumetsu no Anata e,completed,9,20,2023-07-01 03:24:43+00:00,5427,0 days 00:03:48
Ikari_kun_,2963,Minami-ke,completed,8,13,2023-07-01 03:26:03+00:00,5427,0 days 00:01:20
Ikari_kun_,52211,Mashle,completed,8,12,2023-07-01 03:32:55+00:00,5427,0 days 00:06:52
Ikari_kun_,42897,Horimiya,completed,9,13,2023-07-05 05:54:37+00:00,5427,0 days 00:00:36
Ikari_kun_,46569,Jigokuraku,completed,8,13,2023-07-05 07:05:52+00:00,5427,0 days 00:35:34
Ikari_kun_,40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,completed,8,13,2023-08-03 16:51:13+00:00,5427,1 days 10:55:06
Ikari_kun_,101,Air,completed,8,12,2023-08-13 08:46:06+00:00,5427,0 days 00:01:53
Ikari_kun_,10800,Chihayafuru,completed,9,25,2023-08-17 09:19:22+00:00,5427,4 days 00:33:16
Ikari_kun_,31988,Hibike! Euphonium 2,completed,10,13,2023-08-22 14:57:42+00:00,5427,0 days 00:00:07
Ikari_kun_,2993,Rosario to Vampire,completed,8,13,2023-08-25 05:47:02+00:00,5427,0 days 19:03:48
Ikari_kun_,40748,Jujutsu Kaisen,completed,9,24,2023-08-26 08:05:14+00:00,5427,1 days 02:18:12
Ikari_kun_,30,Shinseiki Evangelion,completed,10,26,2023-08-26 08:17:05+00:00,5427,0 days 00:11:51
Ikari_kun_,47917,Bocchi the Rock!,completed,9,12,2023-08-31 06:02:04+00:00,5427,1 days 23:20:00
Ikari_kun_,14397,Chihayafuru 2,completed,9,25,2023-09-02 11:31:48+00:00,5427,2 days 05:29:44
Ikari_kun_,33487,Masamune-kun no Revenge,completed,8,12,2023-09-09 13:09:22+00:00,5427,0 days 05:22:49
Ikari_kun_,249,InuYasha,completed,9,167,2023-09-14 13:16:01+00:00,5427,1 days 06:16:51
Ikari_kun_,37982,Domestic na Kanojo,completed,9,12,2023-09-21 06:48:26+00:00,5427,0 days 13:11:18
Ikari_kun_,1535,Death Note,completed,10,37,2023-09-21 09:55:18+00:00,5427,0 days 03:06:52
Ikari_kun_,2994,Death Note: Rewrite,completed,10,2,2023-09-21 10:06:54+00:00,5427,0 days 00:11:36
Ikari_kun_,36038,Net-juu no Susume,completed,8,10,2023-09-22 11:14:14+00:00,5427,1 days 01:07:20
Ikari_kun_,37105,Grand Blue,completed,7,12,2023-10-18 18:54:09+00:00,5427,3 days 03:05:53
Ikari_kun_,43299,Wonder Egg Priority,completed,9,12,2023-10-28 10:58:44+00:00,5427,8 days 01:27:13
Ikari_kun_,145,Kareshi Kanojo no Jijou,completed,9,26,2023-10-29 06:06:00+00:00,5427,0 days 13:01:58
Ikari_kun_,10087,Fate/Zero,completed,9,13,2023-10-31 03:11:39+00:00,5427,0 days 08:24:28
Ikari_kun_,11741,Fate/Zero 2nd Season,completed,10,12,2023-10-31 03:12:36+00:00,5427,0 days 00:00:57
Ikari_kun_,3167,Eve no Jikan,completed,7,6,2023-10-31 06:08:11+00:00,5427,0 days 02:35:03
Ikari_kun_,7465,Eve no Jikan (Movie),completed,8,1,2023-10-31 09:51:59+00:00,5427,0 days 03:43:48
Ikari_kun_,23277,Saenai Heroine no Sodatekata,completed,9,12,2023-11-04 05:55:55+00:00,5427,1 days 23:37:16
Ikari_kun_,10165,Nichijou,completed,9,26,2023-11-04 10:11:20+00:00,5427,0 days 04:15:25
Ikari_kun_,16498,Shingeki no Kyojin,completed,10,25,2023-11-06 08:44:42+00:00,5427,1 days 22:33:22
Ikari_kun_,25777,Shingeki no Kyojin Season 2,completed,9,12,2023-11-06 08:48:48+00:00,5427,0 days 00:01:09
Ikari_kun_,35760,Shingeki no Kyojin Season 3,completed,10,12,2023-11-06 08:50:48+00:00,5427,0 days 00:00:49
Ikari_kun_,38524,Shingeki no Kyojin Season 3 Part 2,completed,10,10,2023-11-06 08:51:09+00:00,5427,0 days 00:00:21
Ikari_kun_,40028,Shingeki no Kyojin: The Final Season,completed,10,16,2023-11-06 08:53:09+00:00,5427,0 days 00:00:34
Ikari_kun_,25781,Shingeki no Kyojin: Kuinaki Sentaku,completed,9,2,2023-11-06 08:54:27+00:00,5427,0 days 00:01:18
Ikari_kun_,51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,completed,10,2,2023-11-06 08:55:08+00:00,5427,0 days 00:00:41
Ikari_kun_,30276,One Punch Man,completed,10,12,2023-11-17 10:43:15+00:00,5427,0 days 00:00:24
Ikari_kun_,34134,One Punch Man 2nd Season,completed,9,12,2023-11-17 10:43:34+00:00,5427,0 days 00:00:19
Ikari_kun_,45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,completed,9,12,2023-11-17 10:44:04+00:00,5427,0 days 00:00:30
